"","CustomerID","recency","total.invoices","total.amount","z.total.invoices","z.total.amount","l.total.invoices","l.total.amount"
"30","12851",277,50,135.18,-0.192401157287133,-0.243340107897662,3.91202300542815,4.90660722367221
"31","12852",79,20,299.75,-0.327715189898501,-0.21834734484581,2.99573227355399,5.70294879390762
"32","12853",58,84,1881.7,-0.0390452536609158,0.0218987602151237,4.43081679884331,7.5399309025506
"33","12854",55,115,1289.15,0.100779246704165,-0.068090069744013,4.74493212836325,7.16173836544732
"34","12855",1,3,38.1,-0.40439314171161,-0.258083362665079,1.09861228866811,3.64021428213266
"35","12856",310,317,2162.68,1.01189373295404,0.0645703684202004,5.75890177387728,7.67910347233625
"36","12857",71,46,1106.4,-0.210443028301982,-0.095843776055771,3.8286413964891,7.00886678035055
"37","12863",174,6,504.2,-0.390861738450473,-0.187298123201821,1.79175946922805,6.22297301475382
"38","12864",235,3,147.12,-0.40439314171161,-0.241526815129605,1.09861228866811,4.99124858029607
"39","12867",13,551,3986.22,2.06734318732272,0.341506037956415,6.31173480915291,8.29059869242577
"40","12868",0,107,1607.06,0.0646955046744665,-0.0198100107915041,4.67282883446191,7.38216170169266
"41","12871",166,11,380.64,-0.368309399681912,-0.206062817876956,2.39789527279837,5.94185404655465
"42","12872",8,66,599.97,-0.120233673227737,-0.172753814290866,4.18965474202643,6.3968796539661
"43","12873",91,4,374,-0.399882673957898,-0.207071215195205,1.38629436111989,5.92425579741453
"44","12875",11,2,343.23,-0.408903609465322,-0.211744164816069,0.693147180559945,5.83840077638096
"45","12877",15,154,1535.77,0.276687489098943,-0.0306366139267448,5.03695260241363,7.33678716291219
"46","12878",107,49,841.64,-0.196911625040845,-0.136052100450305,3.89182029811063,6.73535236937111
"47","12879",282,12,552.57,-0.363798931928199,-0.179952313219333,2.484906649788,6.31458012219912
"48","12881",98,7,298,-0.386351270696761,-0.218613112211312,1.94591014905531,5.6970934865054
"49","12882",340,13,1463.04,-0.359288464174487,-0.0416819056370274,2.56494935746154,7.28827174172634
"50","12883",284,42,703.47,-0.228484899316831,-0.15703557295972,3.73766961828337,6.55602523172193
"51","12884",285,7,309.05,-0.386351270696761,-0.216934981131997,1.94591014905531,5.73350307610528
"52","12885",250,72,1158.27,-0.093170866705463,-0.0879664313422778,4.27666611901606,7.05468279157699
"53","12886",154,86,1351.09,-0.0300243181534912,-0.0586834236758855,4.45434729625351,7.20866695306187
"54","12888",118,7,313.77,-0.386351270696761,-0.21621816858047,1.94591014905531,5.74866023343429
"55","12890",349,82,380.47,-0.0480661891683403,-0.206088635278176,4.40671924726425,5.94140733056661
"56","12891",81,3,331,-0.40439314171161,-0.213601499033266,1.09861228866811,5.80211837537706
"57","12893",343,34,188.14,-0.264568641346529,-0.235297228082227,3.52636052461616,5.23718636654381
"58","12895",287,24,347.3,-0.309673318883652,-0.211126065857443,3.17805383034795,5.85018895975003
"59","12897",72,4,216.5,-0.399882673957898,-0.230990278090427,1.38629436111989,5.37759054744254
"60","12901",103,125,16293.1,0.145883924241287,2.21051579518787,4.8283137373023,9.69849698428923
"61","12902",109,10,138.68,-0.372819867435624,-0.242808573166657,2.30258509299405,4.93216912081682
"62","12904",201,72,509.58,-0.093170866705463,-0.186481078386734,4.27666611901606,6.23358685701997
"63","12906",295,63,2919.81,-0.133765076488873,0.179553480101849,4.14313472639153,7.97927382465213
"64","12908",61,4,246,-0.399882673957898,-0.226510199643386,1.38629436111989,5.50533153593236
"65","12909",120,96,2128.83,0.0150803593836315,0.0594296682360526,4.56434819146784,7.66332781201063
"66","12910",132,75,3075.04,-0.0796394634443262,0.203127804757249,4.31748811353631,8.0310731882861
"67","12912",333,24,1662.3,-0.309673318883652,-0.0114208740655861,3.17805383034795,7.41595746454141
"68","12913",5,50,2483.63,-0.192401157287133,0.113312103253354,3.91202300542815,7.8174764786576
"69","12915",1,22,363.65,-0.318694254391077,-0.20864303932832,3.09104245335832,5.89619186660055
"70","12916",53,109,2982.35,0.0737164401818911,0.189051246409578,4.69134788222914,8.00046685932928
"71","12917",245,2,594,-0.408903609465322,-0.173660460674894,0.693147180559945,6.38687931936265
"72","12919",204,52,1301.44,-0.183380221779709,-0.0662236235028556,3.95124371858143,7.17122662271886
"73","12920",356,28,164.23,-0.291631447868803,-0.238928369630321,3.3322045101752,5.10126788434947
"74","12921",0,741,16389.74,2.92433206052805,2.22519222844625,6.60800062529609,9.70441080828075
"75","12922",212,28,405.38,-0.291631447868803,-0.202305626664081,3.3322045101752,6.00482489880982
"76","12923",309,29,176.97,-0.287120980115091,-0.236993583209463,3.36729582998647,5.17598022668309
"77","12924",46,31,929.95,-0.278100044607666,-0.12264071985172,3.43398720448515,6.83513082126114
"78","12925",299,45,694.05,-0.214953496055694,-0.158466160721453,3.80666248977032,6.54254400402112
"79","12928",14,84,2062.7,-0.0390452536609158,0.0493866991613793,4.43081679884331,7.63177108320455
"80","12929",62,9,105.1,-0.377330335189336,-0.247908269242985,2.19722457733622,4.65491227788291
"81","12930",202,27,409.9,-0.296141915622515,-0.201619187525754,3.29583686600433,6.01591322751029
"82","12931",16,102,33462.81,0.0421431659059052,4.81802927698297,4.62497281328427,10.4181899518873
"83","12933",90,107,606.28,0.0646955046744665,-0.171795533104397,4.67282883446191,6.40734192556346
"84","12935",54,130,2156.45,0.168436263009849,0.0636242365990116,4.86753445045558,7.67621863010151
"85","12936",295,63,1012.9,-0.133765076488873,-0.110043346726903,4.14313472639153,6.92057278269275
"86","12937",106,120,1504.27,0.123331585472726,-0.0354204265057892,4.78749174278205,7.31606300967437
"87","12938",348,9,114.14,-0.377330335189336,-0.246535390966332,2.19722457733622,4.73742576510856
"88","12939",39,47,11581.8,-0.20593256054827,1.49502448713542,3.85014760171006,9.35719017946188
"89","12940",286,103,876.29,0.0466536336596174,-0.130789906613356,4.63472898822964,6.77569708637967
"90","12942",8,75,683.9,-0.0796394634443262,-0.160007611441368,4.31748811353631,6.52781170810405
"91","12944",19,30,604.51,-0.282610512361379,-0.17206433781122,3.40119738166216,6.40441821251521
"92","12945",85,23,462.95,-0.314183786637364,-0.193562639674379,3.13549421592915,6.13761905689406
"93","12947",0,103,1407.29,0.0466536336596174,-0.0501484945666062,4.63472898822964,7.24942114817183
"94","12948",109,118,2053.7,0.114310649965302,0.0480198955673665,4.77068462446567,7.62739832334605
"95","12949",121,219,4143.02,0.569867893090241,0.365318793905437,5.3890717298165,8.32918026948549
"96","12950",349,23,1843,-0.314183786637364,0.016021504760869,3.13549421592915,7.51914995766982
"97","12951",43,65,1042.07,-0.124744140981449,-0.105613384411642,4.17438726989564,6.94896439855982
"98","12952",295,80,1382.84,-0.0570871246757648,-0.0538616443303407,4.38202663467388,7.23189463444425
"99","12953",364,17,329.85,-0.341246593159638,-0.213776146159167,2.83321334405622,5.79863800566888
"100","12955",106,183,4734.26,0.407491053956599,0.455108678008111,5.20948615284142,8.46258071040777
"101","12956",67,19,108.07,-0.332225657652214,-0.247457224056961,2.94443897916644,4.68277916531507
"102","12957",34,244,3979.04,0.682629586933048,0.340415632422525,5.4971682252932,8.28879586315348
"103","12962",260,16,266.39,-0.34575706091335,-0.223413630167617,2.77258872223978,5.58496140042415
"104","12963",8,96,1841.03,0.0150803593836315,0.0157223266408462,4.56434819146784,7.51808047659189
"105","12965",284,109,771.91,0.0737164401818911,-0.146641790962583,4.69134788222914,6.64886796291788
"106","12966",364,10,160.18,-0.372819867435624,-0.239543431247627,2.30258509299405,5.07629818289554
"107","12967",2,33,1194.75,-0.269079109100242,-0.0824263207745462,3.49650756146648,7.08569223745827
"108","12968",261,5,135.95,-0.395372206204185,-0.243223170256841,1.6094379124341,4.91228717107848
"109","12970",51,151,452.24,0.263156085837807,-0.195189135951255,5.01727983681492,6.11421301236704
"110","12971",1,308,10930.26,0.971299523170633,1.39607701895286,5.73009978297357,9.29929036862782
"111","12974",176,8,144.8,-0.381840802943049,-0.241879146722729,2.07944154167984,4.97535347995162
"112","12976",162,22,738.6,-0.318694254391077,-0.15170048293109,3.09104245335832,6.60475650241846
"113","12977",217,9,39.24,-0.377330335189336,-0.257910234209838,2.19722457733622,3.66969663469716
"114","12980",15,24,7092.06,-0.309673318883652,0.81318084622624,3.17805383034795,8.8667311273952
"115","12981",240,20,372.22,-0.327715189898501,-0.207341538572688,2.99573227355399,5.91948507731582
"116","12982",131,34,377.2,-0.264568641346529,-0.206585240584001,3.52636052461616,5.9327755507593
"117","12984",355,4,97.5,-0.399882673957898,-0.249062458944595,1.38629436111989,4.5798523780038
"118","12985",345,78,1215.62,-0.0661080601831894,-0.0792568551070968,4.35670882668959,7.10300951368781
"119","12987",176,30,545,-0.282610512361379,-0.181101946908964,3.40119738166216,6.30078579466324
"120","12988",81,92,535.32,-0.00296151163121757,-0.182572020107857,4.52178857704904,6.28286469892817
"121","12989",9,68,6854.51,-0.111212737720312,0.777104824697605,4.21950770517611,8.83266210877051
"122","12990",63,13,409.5,-0.359288464174487,-0.201679934352155,2.56494935746154,6.01493690329312
"123","12991",261,31,503.76,-0.278100044607666,-0.187364944710862,3.43398720448515,6.22209996418049
"124","12993",75,27,414.76,-0.296141915622515,-0.200881113584988,3.29583686600433,6.02770003969008
"125","12994",105,73,902.22,-0.0886603989517508,-0.126851993591939,4.29045944114839,6.80485839276228
"126","12995",288,5,200.72,-0.395372206204185,-0.23338674039193,1.6094379124341,5.30191090205817
"127","12997",56,67,1197.94,-0.115723205474024,-0.0819418648340017,4.20469261939097,7.08835869394872
"128","12999",128,28,455.88,-0.291631447868803,-0.19463633983101,3.3322045101752,6.12222961698753
"129","13000",9,31,534.85,-0.278100044607666,-0.182643397628878,3.43398720448515,6.28198633375214
"130","13001",47,342,9797.92,1.12465542679685,1.22411186543682,5.8348107370626,9.18992539723357
"131","13002",55,7,120.95,-0.386351270696761,-0.245501176246862,1.94591014905531,4.79537723705604
"132","13003",159,6,149.05,-0.390861738450473,-0.241233711692223,1.79175946922805,5.00428182012408
"133","13004",16,409,5613.43,1.42685676629557,0.588625646424573,6.0137151560428,8.63291721988254
"134","13005",127,29,468.95,-0.287120980115091,-0.192651437278371,3.36729582998647,6.15049615295495
"135","13006",317,4,81.57,-0.399882673957898,-0.251481701305998,1.38629436111989,4.40146154731249
"136","13008",13,15,178.47,-0.350267528667063,-0.236765782610461,2.70805020110221,5.18442051986792
"137","13011",1,3,50.55,-0.40439314171161,-0.256192617693362,1.09861228866811,3.92296294546648
"138","13012",79,107,1311.62,0.0646955046744665,-0.0646776167709612,4.67282883446191,7.17901829340562
"139","13013",2,222,4786.99,0.583399296351378,0.463116628398366,5.40267738187228,8.47365710039931
"140","13014",92,124,3365.43,0.141373456487575,0.247228482053399,4.82028156560504,8.12131101994758
"141","13015",124,176,3346.28,0.375917779680613,0.244320227739472,5.17048399503815,8.11560456005399
"142","13016",250,47,789.89,-0.20593256054827,-0.143911221115878,3.85014760171006,6.67189369525988
"143","13017",366,1,204,-0.413414077219034,-0.232888616415445,0,5.31811999384422
"144","13018",78,459,7272.75,1.65238015398119,0.840621706382035,6.12905021006055,8.89188976585277
"145","13021",8,134,2584.4,0.186478134024698,0.128615747494316,4.89783979995091,7.85724865168401
"146","13023",244,40,689.9,-0.237505834824256,-0.159096409045359,3.68887945411394,6.53654665955206
"147","13026",98,43,936.15,-0.223974431563119,-0.121699144042511,3.76120011569356,6.84177572004816
"148","13027",19,26,6912,-0.300652383376228,0.785835662322026,3.25809653802148,8.84101431048389
"149","13028",328,47,659.68,-0.20593256054827,-0.163685831779922,3.85014760171006,6.49175486895859
"150","13029",20,10,1247.5,-0.372819867435624,-0.0744153330429718,2.30258509299405,7.12889682762567
"151","13030",5,99,799.48,0.0286117626447683,-0.142454815952924,4.59511985013459,6.68396151632634
"152","13032",286,75,996.52,-0.0796394634443262,-0.112530929268006,4.31748811353631,6.90426920969731
"153","13033",16,11,190.55,-0.368309399681912,-0.234931228453164,2.39789527279837,5.24991462731987
"154","13034",4,37,642.77,-0.251037238085393,-0.166253903866006,3.61091791264422,6.46578696195906
"155","13035",113,30,886.63,-0.282610512361379,-0.129219601150901,3.40119738166216,6.7874277588691
"156","13037",117,48,881.07,-0.201422092794558,-0.130063982037869,3.87120101090789,6.78113707794437
"157","13038",83,28,908.46,-0.291631447868803,-0.12590434310009,3.3322045101752,6.81175085824834
"158","13040",340,43,676.99,-0.223974431563119,-0.161057012867437,3.76120011569356,6.51765650175444
"159","13043",100,14,471.57,-0.354777996420775,-0.192253545565447,2.63905732961526,6.15606755340826
"160","13044",82,33,560.47,-0.269079109100242,-0.178752563397922,3.49650756146648,6.32877571744017
"161","13045",274,18,305.28,-0.336736125405926,-0.217507519970822,2.89037175789616,5.72122938825992
"162","13046",107,35,629.31,-0.260058173592817,-0.168298034574385,3.55534806148941,6.44462398107881
"163","13047",0,196,3079.1,0.466127134754859,0.203744385045214,5.27811465923052,8.0323926254744
"164","13048",46,137,1805.91,0.200009537285835,0.0103887552828767,4.91998092582813,7.49881989884814
"165","13049",55,14,656.68,-0.354777996420775,-0.164141432977926,2.63905732961526,6.48719683742632
"166","13050",7,422,5684.61,1.48549284709383,0.599435544182553,6.04500531403601,8.64551780224833
"167","13052",161,18,348.15,-0.336736125405926,-0.210996978851342,2.89037175789616,5.85263342138856
"168","13055",160,78,1201.96,-0.0661080601831894,-0.0813313592286761,4.35670882668959,7.09170883667122
"169","13058",222,8,271.4,-0.381840802943049,-0.22265277616695,2.07944154167984,5.60359374740077
"170","13059",124,8,183.4,-0.381840802943049,-0.236017077975074,2.07944154167984,5.21166955982236
"171","13060",120,15,307.53,-0.350267528667063,-0.217165819072319,2.70805020110221,5.72857264346342
"172","13061",301,10,248.61,-0.372819867435624,-0.226113826601122,2.30258509299405,5.51588540352906
"173","13062",182,11,346.98,-0.368309399681912,-0.211174663318563,2.39789527279837,5.84926714139818
"174","13064",46,69,1119.49,-0.1067022699666,-0.0938558361618125,4.23410650459726,7.02062850343974
"175","13065",0,14,205.86,-0.354777996420775,-0.232606143672683,2.63905732961526,5.32719632609841
"176","13066",341,49,430.9,-0.196911625040845,-0.198429979139725,3.89182029811063,6.06587604462179
"177","13067",291,15,115.46,-0.350267528667063,-0.24633492643921,2.70805020110221,4.74892414963279
"178","13068",54,2,344,-0.408903609465322,-0.211627227175247,0.693147180559945,5.8406416573734
"179","13069",4,470,3717.82,1.70199529927202,0.300744917441636,6.1527326947041,8.2208927539841
"180","13070",181,9,228.8,-0.377330335189336,-0.22912231317861,2.19722457733622,5.43284825950564
"181","13072",107,7,177.15,-0.386351270696761,-0.236966247137583,1.94591014905531,5.17699683131148
"182","13075",244,22,919.61,-0.318694254391077,-0.124211025314175,3.09104245335832,6.82394966712307
"183","13077",7,112,729.27,0.0872478434430279,-0.153117402656883,4.71849887129509,6.59204403380885
"184","13078",7,380,12432.28,1.29605320143792,1.6241843894283,5.94017125272043,9.42805159487632
"185","13079",233,6,220.1,-0.390861738450473,-0.230443556652822,1.79175946922805,5.39408198853242
"186","13080",194,6,58.08,-0.390861738450473,-0.255049058686371,1.79175946922805,4.06182137051654
"187","13081",2,1061,27964.48,4.36768174171598,3.98301403197543,6.96696713861398,10.2386904124109
"188","13082",35,75,3595.48,-0.0796394634443262,0.282165500587023,4.31748811353631,8.18743278001839
"189","13083",298,18,303.75,-0.336736125405926,-0.217739876581804,2.89037175789616,5.71620499465476
"190","13085",78,29,272.38,-0.287120980115091,-0.222503946442269,3.36729582998647,5.60719815014081
"191","13089",4,1857,57385.88,7.95801407367094,8.45115572762937,7.52671756135271,10.9575535590151
"192","13090",1,161,8689.39,0.308260763374929,1.05576266676228,5.08140436498446,9.06985802016845
"193","13091",345,24,319.82,-0.309673318883652,-0.215299372831162,3.17805383034795,5.7677583375313
"194","13092",14,26,459.83,-0.300652383376228,-0.194036464920304,3.25809653802148,6.13085685595969
"195","13093",0,170,7741.47,0.34885497315834,0.911804837558217,5.13579843705026,8.9543468710314
"196","13094",5,30,1708.86,-0.282610512361379,-0.00434994347256034,3.40119738166216,7.443581760509
"197","13095",303,6,74.4,-0.390861738450473,-0.252570588169228,1.79175946922805,4.30945594183905
"198","13097",13,437,5893.32,1.55314986339952,0.631131719527708,6.07993319509559,8.68157478507753
"199","13098",56,605,28658.88,2.31090844602318,4.08847052260681,6.40522845803084,10.263218621763
"200","13099",274,1,207.36,-0.413414077219034,-0.23237834307368,0,5.33445641316391
"201","13101",139,8,101.19,-0.381840802943049,-0.24850206947105,2.07944154167984,4.61699993774167
"202","13102",8,310,6336.29,0.980320458678058,0.698404273754353,5.73657229747919,8.75404870264886
"203","13103",334,8,243.94,-0.381840802943049,-0.226823045799349,2.07944154167984,5.49692229341509
"204","13104",19,20,1098.48,-0.327715189898501,-0.0970465632185022,2.99573227355399,7.0016826850135
"205","13106",240,2,59.5,-0.408903609465322,-0.254833407452649,0.693147180559945,4.08597631255158
"206","13107",40,60,1524.07,-0.14729647975001,-0.0324134585989613,4.0943445622221,7.32913966695029
"207","13108",1,10,350.06,-0.372819867435624,-0.210706912755279,2.30258509299405,5.85810456836269
"208","13109",216,50,766.84,-0.192401157287133,-0.14741175698721,3.91202300542815,6.64227817465185
"209","13110",62,146,1452.87,0.240603747069245,-0.0432263936982618,4.98360662170834,7.28129618950566
"210","13113",7,280,10510,0.84500642606669,1.33225336579511,5.63478960316925,9.260082463871
"211","13115",7,132,2205.63,0.177457198517273,0.0710930589049611,4.88280192258637,7.69876846135811
"212","13116",235,31,485.19,-0.278100044607666,-0.190185116126508,3.43398720448515,6.1845405667998
"213","13117",1,76,984.91,-0.0751289956906139,-0.114294105904283,4.33073334028633,6.89255026643917
"214","13118",85,82,1125,-0.0480661891683403,-0.0930190486281447,4.40671924726425,7.02553831463852
"215","13120",135,1,30.6,-0.413414077219034,-0.25922236566009,0,3.42100000895834
"216","13121",104,53,254.73,-0.178869754025996,-0.225184400157193,3.97029191355212,5.54020416067938
"217","13122",133,55,922.39,-0.169848818518572,-0.123788834870691,4.00733318523247,6.82696812761247
"218","13124",14,235,3866.33,0.642035377149637,0.323298695413506,5.45958551414416,8.26006101567011
"219","13126",7,142,2056.29,0.222561876054396,0.0484132312683102,4.95582705760126,7.62865866721202
"220","13127",296,15,259.17,-0.350267528667063,-0.224510110384147,2.70805020110221,5.5574842170389
"221","13130",279,2,64,-0.408903609465322,-0.254150005655643,0.693147180559945,4.15888308335967
"222","13131",186,46,1039.3,-0.210443028301982,-0.106034056184466,3.8286413964891,6.94630268859438
"223","13132",112,3,77.3,-0.40439314171161,-0.252130173677824,1.09861228866811,4.34769395559338
"224","13133",69,7,109.8,-0.386351270696761,-0.247194494032778,1.94591014905531,4.69866052907543
"225","13134",133,105,1740.63,0.055674569167042,0.000474873214304514,4.65396035015752,7.46200239564294
"226","13135",177,1,3096,-0.413414077219034,0.206310938460638,0,8.03786623470962
"227","13136",8,139,2545.38,0.209030472793259,0.122689894578941,4.93447393313069,7.84203523021585
"228","13137",65,705,3605.08,2.76195522139441,0.283623424420637,6.55819780281227,8.19009924087366
"229","13138",1,63,962.39,-0.133765076488873,-0.117714152230634,4.14313472639153,6.86941977391654
"230","13139",114,174,5055.79,0.366896844173189,0.503938495739545,5.15905529921453,8.52828940015397
"231","13140",7,46,423.72,-0.210443028301982,-0.199520384673615,3.8286413964891,6.0490728597283
"232","13141",58,136,2385.8,0.195499069532122,0.0984549481864355,4.91265488573605,7.77728977684785
"233","13142",354,23,307.09,-0.314183786637364,-0.21723264058136,3.13549421592915,5.72714086423344
"234","13144",41,3,110.95,-0.40439314171161,-0.247019846906876,1.09861228866811,4.7090796493786
"235","13145",1,7,614.77,-0.386351270696761,-0.170506181714045,1.94591014905531,6.42124821411732
"236","13146",347,17,228.91,-0.341246593159638,-0.22910560780135,2.83321334405622,5.43332891320391
"237","13147",274,4,712.8,-0.399882673957898,-0.155618653233927,1.38629436111989,6.5692008761566
"238","13148",9,347,3348.48,1.14720776556541,0.244654335284675,5.84932477994686,8.11626179050861
"239","13149",84,86,1676.06,-0.0300243181534912,-0.00933118323740668,4.45434729625351,7.42420107992391
"240","13151",78,75,1250.37,-0.0796394634443262,-0.0739794745635477,4.31748811353631,7.13119478649699
"241","13153",368,15,486.22,-0.350267528667063,-0.190028693048527,2.70805020110221,6.18666119637124
"242","13155",5,85,971.76,-0.0345347859072035,-0.116291157822201,4.44265125649032,6.87910886039201
"243","13157",75,89,1721.57,-0.0164929148923544,-0.00241971306368242,4.48863636973214,7.45099194416508
"244","13158",55,79,1201.06,-0.0615975924294771,-0.0814680395880773,4.36944785246702,7.09095977920013
"245","13159",258,122,1379.75,0.132352520980151,-0.054330913564285,4.80402104473326,7.22965760231961
"246","13160",351,4,91.8,-0.399882673957898,-0.249928101220804,1.38629436111989,4.51961229762644
"247","13161",60,8,112.75,-0.381840802943049,-0.246746486188074,2.07944154167984,4.72517297838279
"248","13162",39,82,1644.99,-0.0480661891683403,-0.0140496929780705,4.40671924726425,7.40548958415364
"249","13165",22,42,1021.48,-0.228484899316831,-0.108740327300611,3.73766961828337,6.92900783501559
"250","13166",90,42,414.7,-0.228484899316831,-0.200890225608948,3.73766961828337,6.02755536725234
"251","13167",230,65,791.33,-0.124744140981449,-0.143692532540836,4.17438726989564,6.67371507419272
"252","13168",55,133,1310.14,0.181967666270986,-0.0649023800286433,4.89034912822175,7.17788928071399
"253","13169",121,13,712.88,-0.359288464174487,-0.155606503868647,2.56494935746154,6.56931310330446
"254","13170",347,32,116.01,-0.273589576853954,-0.246251399552909,3.46573590279973,4.75367639428732
"255","13171",74,48,426.81,-0.201422092794558,-0.199051115439671,3.87120101090789,6.05633894933119
"256","13173",6,43,353.65,-0.223974431563119,-0.210161709988334,3.76120011569356,5.868307723482
"257","13174",4,314,2817.03,0.998362329692907,0.163944583058224,5.74939298590825,7.94343841744693
"258","13176",327,72,492.84,-0.093170866705463,-0.189023333071597,4.27666611901606,6.20018457775647
"259","13177",309,17,282.45,-0.341246593159638,-0.220974645087634,2.83321334405622,5.64350154377127
"260","13178",13,265,5725.47,0.777349409761006,0.605640832499371,5.57972982598622,8.65267992112261
"261","13182",328,11,121.18,-0.368309399681912,-0.245466246821682,2.39789527279837,4.79727704351684
"262","13183",39,94,3957.78,0.00605942387620698,0.337186938599335,4.54329478227,8.28343854098959
"263","13184",83,183,1648.79,0.407491053956599,-0.0134725981272652,5.20948615284142,7.40779696454087
"264","13185",106,1,71.4,-0.413414077219034,-0.253026189367232,0,4.26829786934554
"265","13186",245,84,1539.69,-0.0390452536609158,-0.0300412950280192,4.43081679884331,7.33933637644307
"266","13187",36,37,236.02,-0.251037238085393,-0.22802583296208,3.61091791264422,5.4639165471976
"267","13188",362,2,114.6,-0.408903609465322,-0.246465532115971,0.693147180559945,4.74144780428064
"268","13189",258,29,260.68,-0.287120980115091,-0.224280791114485,3.36729582998647,5.56329360146418
"269","13192",168,63,911.94,-0.133765076488873,-0.125375845710406,4.14313472639153,6.81557419843643
"270","13193",312,29,117.88,-0.287120980115091,-0.245967408139487,3.36729582998647,4.76966715786949
"271","13194",238,3,60.7,-0.40439314171161,-0.254651166973447,1.09861228866811,4.10594369806545
"272","13196",111,110,1797.78,0.0782269079356033,0.00915407603628519,4.70048036579242,7.49430784936944
"273","13198",12,229,3384.09,0.614972570627364,0.250062321504985,5.43372200355424,8.12684031611713
"274","13199",7,120,9803.96,0.123331585472726,1.22502914251547,4.78749174278205,9.19054166467232
"275","13200",247,46,870.09,-0.210443028301982,-0.131731482422565,3.8286413964891,6.76859665457409
"276","13203",131,57,869.46,-0.160827883011147,-0.131827158674146,4.04305126783455,6.76787232928589
"277","13207",223,8,250.26,-0.381840802943049,-0.22586324594222,2.07944154167984,5.52250037743691
"278","13208",64,150,1205.9,0.258645618084094,-0.0807330029886305,5.01063529409626,7.09498145510955
"279","13209",12,329,5820.16,1.06601934599859,0.620021124979044,5.79605775076537,8.66908303175654
"280","13210",280,22,353.48,-0.318694254391077,-0.210187527389554,3.09104245335832,5.8678269066498
"281","13211",12,56,1197.42,-0.165338350764859,-0.0820208357083225,4.02535169073515,7.08792452120795
"282","13212",312,143,780.58,0.227072343808108,-0.145325103500351,4.96284463025991,6.66003723310135
"283","13213",174,92,1518.43,-0.00296151163121757,-0.0332699888512092,4.52178857704904,7.3254321853001
"284","13216",106,5,333.74,-0.395372206204185,-0.213185383272422,1.6094379124341,5.81036224671876
"285","13217",217,7,133.62,-0.386351270696761,-0.243577020520624,1.94591014905531,4.89499995049733
"286","13218",246,5,62.64,-0.395372206204185,-0.254356544865405,1.6094379124341,4.13740405168255
"287","13220",137,21,819.29,-0.323204722144789,-0.139446329375436,3.04452243772342,6.70843811153197
"288","13221",14,66,847.41,-0.120233673227737,-0.135175827479477,4.18965474202643,6.74218463892528
"289","13223",141,5,163.2,-0.395372206204185,-0.239084792708303,1.6094379124341,5.09497644253001
